PSGC,REGION,PROVINCE_FIRE_DISTRICT,CONGRESSIONAL_DISTRICT,CITY_MUNICIPALITY,YEAR,INCIDENTS,INJURIES,DEATHS,ESTIMATED_DAMAGES
34913000,3,NUEVA ECIJA,3RD,LAUR,2013,1,0,0,1000000.0
34913000,3,NUEVA ECIJA,3RD,LAUR,2014,1,0,0,0.0
34913000,3,NUEVA ECIJA,3RD,LAUR,2015,2,0,0,0.0
34913000,3,NUEVA ECIJA,3RD,LAUR,2016,0,0,0,0.0
34914000,3,NUEVA ECIJA,1ST,LICAB,2012,3,0,0,380000.0
34914000,3,NUEVA ECIJA,1ST,LICAB,2013,2,0,0,1010000.0
34914000,3,NUEVA ECIJA,1ST,LICAB,2014,6,0,0,71500.0
34914000,3,NUEVA ECIJA,1ST,LICAB,2015,7,0,1,414800.0
34914000,3,NUEVA ECIJA,1ST,LICAB,2016,2,0,1,30300.0
34915000,3,NUEVA ECIJA,2ND,LLANERA,2012,3,0,3,41000.0
34915000,3,NUEVA ECIJA,2ND,LLANERA,2013,4,0,1,13000.0
34915000,3,NUEVA ECIJA,2ND,LLANERA,2014,2,0,0,19573000.0
34915000,3,NUEVA ECIJA,2ND,LLANERA,2015,1,0,0,0.0
34915000,3,NUEVA ECIJA,2ND,LLANERA,2016,4,0,0,131000.0
34916000,3,NUEVA ECIJA,2ND,LUPAO,2012,0,0,0,0.0
34916000,3,NUEVA ECIJA,2ND,LUPAO,2013,2,0,1,70000.0
34916000,3,NUEVA ECIJA,2ND,LUPAO,2014,3,0,0,250000.0
34916000,3,NUEVA ECIJA,2ND,LUPAO,2015,0,0,0,0.0
34916000,3,NUEVA ECIJA,2ND,LUPAO,2016,1,0,0,180000.0
34917000,3,NUEVA ECIJA,2ND,MUãOZ SCIENCE CITY,2012,2,0,0,18000.0
34917000,3,NUEVA ECIJA,2ND,MUãOZ SCIENCE CITY,2013,16,1,0,2276600.0
34917000,3,NUEVA ECIJA,2ND,MUãOZ SCIENCE CITY,2014,0,0,0,0.0
34917000,3,NUEVA ECIJA,2ND,MUãOZ SCIENCE CITY,2016,2,0,0,1239000.0
34918000,3,NUEVA ECIJA,1ST,NAMPICUAN,2012,0,0,0,0.0
34918000,3,NUEVA ECIJA,1ST,NAMPICUAN,2013,0,0,0,0.0
34918000,3,NUEVA ECIJA,1ST,NAMPICUAN,2014,0,0,0,0.0
34918000,3,NUEVA ECIJA,1ST,NAMPICUAN,2015,0,0,0,0.0
34918000,3,NUEVA ECIJA,1ST,NAMPICUAN,2016,0,0,0,0.0
34919000,3,NUEVA ECIJA,3RD,PALAYAN CITY (CAPITAL),2012,1,0,0,5000.0
34919000,3,NUEVA ECIJA,3RD,PALAYAN CITY (CAPITAL),2013,4,0,0,1014000.0
34919000,3,NUEVA ECIJA,3RD,PALAYAN CITY (CAPITAL),2014,48,0,0,105000.0
34919000,3,NUEVA ECIJA,3RD,PALAYAN CITY (CAPITAL),2015,24,0,0,288000.0
34919000,3,NUEVA ECIJA,3RD,PALAYAN CITY (CAPITAL),2016,2,0,0,189500.0
34920000,3,NUEVA ECIJA,2ND,PANTABANGAN,2012,0,0,0,0.0
34920000,3,NUEVA ECIJA,2ND,PANTABANGAN,2013,0,0,0,0.0
34920000,3,NUEVA ECIJA,2ND,PANTABANGAN,2014,1,0,0,0.0
34920000,3,NUEVA ECIJA,2ND,PANTABANGAN,2015,1,0,0,300000.0
34920000,3,NUEVA ECIJA,2ND,PANTABANGAN,2016,0,0,0,0.0
34921000,3,NUEVA ECIJA,4TH,PEãARANDA,2012,0,0,0,0.0
34921000,3,NUEVA ECIJA,4TH,PEãARANDA,2013,4,0,0,330000.0
34921000,3,NUEVA ECIJA,4TH,PEãARANDA,2014,8,0,0,424000.0
34921000,3,NUEVA ECIJA,4TH,PEãARANDA,2015,4,0,0,8065000.0
34921000,3,NUEVA ECIJA,4TH,PEãARANDA,2016,2,0,0,24000.0
34922000,3,NUEVA ECIJA,1ST,QUEZON,2012,0,0,0,0.0
34922000,3,NUEVA ECIJA,1ST,QUEZON,2013,3,0,0,349800.0
34922000,3,NUEVA ECIJA,1ST,QUEZON,2014,5,0,0,2729000.0
34922000,3,NUEVA ECIJA,1ST,QUEZON,2015,0,0,0,0.0
34922000,3,NUEVA ECIJA,1ST,QUEZON,2016,2,0,0,309000.0
34923000,3,NUEVA ECIJA,2ND,RIZAL,2012,1,0,0,3000.0
34923000,3,NUEVA ECIJA,2ND,RIZAL,2013,3,0,0,126000.0
34923000,3,NUEVA ECIJA,2ND,RIZAL,2014,8,0,0,1400000.0
34923000,3,NUEVA ECIJA,2ND,RIZAL,2015,1,0,0,120000.0
34923000,3,NUEVA ECIJA,2ND,RIZAL,2016,2,0,0,130000.0
34924000,3,NUEVA ECIJA,4TH,SAN ANTONIO,2012,2,0,0,108000.0
34924000,3,NUEVA ECIJA,4TH,SAN ANTONIO,2013,5,0,0,12167000.0
34924000,3,NUEVA ECIJA,4TH,SAN ANTONIO,2014,8,0,0,27200.0
34924000,3,NUEVA ECIJA,4TH,SAN ANTONIO,2015,0,0,0,0.0
34924000,3,NUEVA ECIJA,4TH,SAN ANTONIO,2016,0,0,0,0.0
34925000,3,NUEVA ECIJA,4TH,SAN ISIDRO,2012,2,0,0,15000.0
34925000,3,NUEVA ECIJA,4TH,SAN ISIDRO,2013,1,0,0,2000.0
34925000,3,NUEVA ECIJA,4TH,SAN ISIDRO,2014,3,0,0,0.0
34925000,3,NUEVA ECIJA,4TH,SAN ISIDRO,2015,3,1,0,28000.0
34925000,3,NUEVA ECIJA,4TH,SAN ISIDRO,2016,5,1,0,1475000.0
34926000,3,NUEVA ECIJA,2ND,SAN JOSE CITY,2012,17,1,1,4836799.0
34926000,3,NUEVA ECIJA,2ND,SAN JOSE CITY,2013,26,0,0,6294780.0
34926000,3,NUEVA ECIJA,2ND,SAN JOSE CITY,2014,11,2,0,1729950.0
34926000,3,NUEVA ECIJA,2ND,SAN JOSE CITY,2015,9,0,1,3995200.0
34926000,3,NUEVA ECIJA,2ND,SAN JOSE CITY,2016,4,0,0,12410400.0
34927000,3,NUEVA ECIJA,4TH,SAN LEONARDO,2012,2,0,0,12000.0
34927000,3,NUEVA ECIJA,4TH,SAN LEONARDO,2013,13,4,0,1626992.52
34927000,3,NUEVA ECIJA,4TH,SAN LEONARDO,2014,17,0,0,801600.0
34927000,3,NUEVA ECIJA,4TH,SAN LEONARDO,2015,5,0,0,159000.0
34927000,3,NUEVA ECIJA,4TH,SAN LEONARDO,2016,6,3,0,108700.0
34928000,3,NUEVA ECIJA,3RD,SANTA ROSA,2012,3,0,0,1054000.0
34928000,3,NUEVA ECIJA,3RD,SANTA ROSA,2013,12,0,0,20133000.0
34928000,3,NUEVA ECIJA,3RD,SANTA ROSA,2014,9,0,0,59600.0
34928000,3,NUEVA ECIJA,3RD,SANTA ROSA,2015,6,0,0,676100.0
34928000,3,NUEVA ECIJA,3RD,SANTA ROSA,2016,1,0,0,9000.0
34929000,3,NUEVA ECIJA,1ST,SANTO DOMINGO,2012,1,0,0,500.0
34929000,3,NUEVA ECIJA,1ST,SANTO DOMINGO,2013,2,0,0,210000.0
34929000,3,NUEVA ECIJA,1ST,SANTO DOMINGO,2014,0,0,0,0.0
34929000,3,NUEVA ECIJA,1ST,SANTO DOMINGO,2015,1,0,0,100000.0
34929000,3,NUEVA ECIJA,1ST,SANTO DOMINGO,2016,2,0,0,8900.0
34930000,3,NUEVA ECIJA,1ST,TALAVERA,2012,4,0,0,3615000.0
34930000,3,NUEVA ECIJA,1ST,TALAVERA,2013,6,0,1,2379000.0
34930000,3,NUEVA ECIJA,1ST,TALAVERA,2014,6,0,0,820000.0
34930000,3,NUEVA ECIJA,1ST,TALAVERA,2015,6,0,0,459000.0
34930000,3,NUEVA ECIJA,1ST,TALAVERA,2016,8,1,3,449500.0
34931000,3,NUEVA ECIJA,2ND,TALUGTUG,2012,5,0,0,206000.0
34931000,3,NUEVA ECIJA,2ND,TALUGTUG,2013,14,0,0,522300.0
34931000,3,NUEVA ECIJA,2ND,TALUGTUG,2014,13,0,0,139360.0
34931000,3,NUEVA ECIJA,2ND,TALUGTUG,2015,6,0,0,334000.0
34931000,3,NUEVA ECIJA,2ND,TALUGTUG,2016,3,0,0,45800.0
34932000,3,NUEVA ECIJA,1ST,ZARAGOZA,2012,5,0,0,134000.0
34932000,3,NUEVA ECIJA,1ST,ZARAGOZA,2013,1,0,0,300000.0
34932000,3,NUEVA ECIJA,1ST,ZARAGOZA,2014,5,0,0,290000.0
34932000,3,NUEVA ECIJA,1ST,ZARAGOZA,2015,4,0,0,25000.0
34932000,3,NUEVA ECIJA,1ST,ZARAGOZA,2016,5,0,0,503500.0
35401000,3,PAMPANGA,1ST,ANGELES CITY,2012,22,1,0,7438900.0
35401000,3,PAMPANGA,1ST,ANGELES CITY,2013,52,5,0,26415500.0
35401000,3,PAMPANGA,1ST,ANGELES CITY,2014,86,0,0,4055000.0
35401000,3,PAMPANGA,1ST,ANGELES CITY,2015,27,0,0,2282000.0
35402000,3,PAMPANGA,4TH,APALIT,2012,6,0,0,1021500.0
35402000,3,PAMPANGA,4TH,APALIT,2013,8,1,1,12123000.0
35402000,3,PAMPANGA,4TH,APALIT,2014,26,0,0,833000.0
35402000,3,PAMPANGA,4TH,APALIT,2015,14,0,0,397000.0
35402000,3,PAMPANGA,4TH,APALIT,2016,23,0,1,6313500.0
35403000,3,PAMPANGA,3RD,ARAYAT,2012,1,0,0,1400000.0
35403000,3,PAMPANGA,3RD,ARAYAT,2013,6,0,0,2800000.0
35403000,3,PAMPANGA,3RD,ARAYAT,2014,8,0,0,2500000.0
35403000,3,PAMPANGA,3RD,ARAYAT,2015,4,0,0,1510000.0
35403000,3,PAMPANGA,3RD,ARAYAT,2016,2,0,0,15000.0
35404000,3,PAMPANGA,3RD,BACOLOR,2012,3,0,0,181000.0
35404000,3,PAMPANGA,3RD,BACOLOR,2013,16,1,0,560000.0
35404000,3,PAMPANGA,3RD,BACOLOR,2014,26,0,0,209000.0
35404000,3,PAMPANGA,3RD,BACOLOR,2015,2,0,0,20000000.0
35404000,3,PAMPANGA,3RD,BACOLOR,2016,11,0,0,489500.0
35405000,3,PAMPANGA,4TH,CANDABA,2012,3,0,0,220000.0
35405000,3,PAMPANGA,4TH,CANDABA,2013,8,0,0,505000.0
35405000,3,PAMPANGA,4TH,CANDABA,2014,4,1,0,6510000.0
35405000,3,PAMPANGA,4TH,CANDABA,2015,3,1,0,6000000.0
35405000,3,PAMPANGA,4TH,CANDABA,2016,1,0,0,3000000.0
35406000,3,PAMPANGA,2ND,FLORIDA BLANCA,2012,4,0,0,38118000.0
35406000,3,PAMPANGA,2ND,FLORIDA BLANCA,2013,9,0,0,475700.0
35406000,3,PAMPANGA,2ND,FLORIDA BLANCA,2014,11,0,0,67000.0
35406000,3,PAMPANGA,2ND,FLORIDA BLANCA,2015,2,0,1,258500.0
35406000,3,PAMPANGA,2ND,FLORIDA BLANCA,2016,6,0,0,106500.0
35407000,3,PAMPANGA,2ND,GUAGUA,2012,6,0,0,3690000.0
35407000,3,PAMPANGA,2ND,GUAGUA,2013,13,0,0,914000.0
35407000,3,PAMPANGA,2ND,GUAGUA,2014,27,0,0,8036000.0
35407000,3,PAMPANGA,2ND,GUAGUA,2015,59,4,1,24388650.0
35407000,3,PAMPANGA,2ND,GUAGUA,2016,29,3,0,3790000.0
35408000,3,PAMPANGA,2ND,LUBAO,2012,10,0,0,2546000.0
35408000,3,PAMPANGA,2ND,LUBAO,2013,7,1,0,513000.0
35408000,3,PAMPANGA,2ND,LUBAO,2014,15,2,0,1100000.0
35408000,3,PAMPANGA,2ND,LUBAO,2015,29,3,0,150000.0
35408000,3,PAMPANGA,2ND,LUBAO,2016,8,0,0,380000.0
35409000,3,PAMPANGA,1ST,MABALACAT CITY,2013,34,1,1,15593000.0
35409000,3,PAMPANGA,1ST,MABALACAT CITY,2014,81,1,0,4318150.0
35409000,3,PAMPANGA,1ST,MABALACAT CITY,2015,38,7,0,7004500.0
35409000,3,PAMPANGA,1ST,MABALACAT CITY,2016,29,2,0,1140000.0
35410000,3,PAMPANGA,4TH,MACABEBE,2012,3,0,1,52000.0
35410000,3,PAMPANGA,4TH,MACABEBE,2013,1,0,0,0.0
35410000,3,PAMPANGA,4TH,MACABEBE,2014,20,0,0,110100.0
35410000,3,PAMPANGA,4TH,MACABEBE,2015,16,0,0,11000.0
35410000,3,PAMPANGA,4TH,MACABEBE,2016,13,0,0,52000.0
35411000,3,PAMPANGA,1ST,MAGALANG,2012,6,0,0,4068000.0
35411000,3,PAMPANGA,1ST,MAGALANG,2013,5,0,0,44000.0
35411000,3,PAMPANGA,1ST,MAGALANG,2014,17,0,0,4476300.0
35411000,3,PAMPANGA,1ST,MAGALANG,2015,10,0,0,1140000.0
35411000,3,PAMPANGA,1ST,MAGALANG,2016,8,0,1,232000.0
35412000,3,PAMPANGA,4TH,MASANTOL,2012,2,0,0,1002500.0
35412000,3,PAMPANGA,4TH,MASANTOL,2013,3,0,0,247000.0
35412000,3,PAMPANGA,4TH,MASANTOL,2014,4,1,0,654500.0
35412000,3,PAMPANGA,4TH,MASANTOL,2015,4,1,0,895000.0
35412000,3,PAMPANGA,4TH,MASANTOL,2016,3,0,0,1513000.0
35413000,3,PAMPANGA,3RD,MEXICO,2012,10,0,0,2160500.0
35413000,3,PAMPANGA,3RD,MEXICO,2013,16,2,0,1354800.0
35413000,3,PAMPANGA,3RD,MEXICO,2014,11,0,0,114800.0
35413000,3,PAMPANGA,3RD,MEXICO,2015,42,3,0,4837300.0
35413000,3,PAMPANGA,3RD,MEXICO,2016,10,0,0,1129500.0
35414000,3,PAMPANGA,4TH,MINALIN,2012,0,0,0,0.0
35414000,3,PAMPANGA,4TH,MINALIN,2013,4,0,0,220000.0
35414000,3,PAMPANGA,4TH,MINALIN,2014,27,5,0,475000.0
35414000,3,PAMPANGA,4TH,MINALIN,2015,28,0,0,3240000.0
35414000,3,PAMPANGA,4TH,MINALIN,2016,12,0,0,766000.0
35415000,3,PAMPANGA,2ND,PORAC,2012,4,1,1,580000.0
35415000,3,PAMPANGA,2ND,PORAC,2013,7,0,0,80000.0
35415000,3,PAMPANGA,2ND,PORAC,2014,16,0,0,341000.0
35415000,3,PAMPANGA,2ND,PORAC,2015,10,0,0,2543000.0
35415000,3,PAMPANGA,2ND,PORAC,2016,9,1,3,15810821.38
35416000,3,PAMPANGA,3RD,SAN FERNANDO CITY (CAPITAL),2012,27,1,0,22368000.0
35416000,3,PAMPANGA,3RD,SAN FERNANDO CITY (CAPITAL),2013,54,4,0,1748000.0
35416000,3,PAMPANGA,3RD,SAN FERNANDO CITY (CAPITAL),2014,85,1,0,3609000.0
35416000,3,PAMPANGA,3RD,SAN FERNANDO CITY (CAPITAL),2015,0,0,0,0.0
35417000,3,PAMPANGA,4TH,SAN LUIS,2012,2,0,1,15000.0
35417000,3,PAMPANGA,4TH,SAN LUIS,2013,2,0,0,159000.0
35417000,3,PAMPANGA,4TH,SAN LUIS,2014,6,0,0,0.0
35417000,3,PAMPANGA,4TH,SAN LUIS,2015,10,0,0,159000.0
35417000,3,PAMPANGA,4TH,SAN LUIS,2016,2,0,0,1810000.0
35418000,3,PAMPANGA,4TH,SAN SIMON,2012,2,1,0,4000000.0
35418000,3,PAMPANGA,4TH,SAN SIMON,2013,6,0,0,4556000.0
35418000,3,PAMPANGA,4TH,SAN SIMON,2014,13,0,0,350000.0
35418000,3,PAMPANGA,4TH,SAN SIMON,2015,14,0,0,1207000.0
35418000,3,PAMPANGA,4TH,SAN SIMON,2016,10,1,0,380000.0
35419000,3,PAMPANGA,3RD,SANTA ANA,2012,3,0,0,398000.0
35419000,3,PAMPANGA,3RD,SANTA ANA,2013,2,0,0,706000.0
35419000,3,PAMPANGA,3RD,SANTA ANA,2014,8,0,0,15000.0
35419000,3,PAMPANGA,3RD,SANTA ANA,2015,13,0,0,12500.0
35419000,3,PAMPANGA,3RD,SANTA ANA,2016,9,0,0,47000.0
35420000,3,PAMPANGA,2ND,SANTA RITA,2012,0,0,0,0.0
35420000,3,PAMPANGA,2ND,SANTA RITA,2013,4,0,0,2005000.0
35420000,3,PAMPANGA,2ND,SANTA RITA,2014,5,0,0,0.0
35420000,3,PAMPANGA,2ND,SANTA RITA,2015,2,0,0,0.0
35420000,3,PAMPANGA,2ND,SANTA RITA,2016,11,1,0,2000.0
35421000,3,PAMPANGA,4TH,SANTO TOMAS,2012,1,0,0,150000.0
35421000,3,PAMPANGA,4TH,SANTO TOMAS,2013,6,0,0,66300.0
35421000,3,PAMPANGA,4TH,SANTO TOMAS,2014,27,2,0,630000.0
35421000,3,PAMPANGA,4TH,SANTO TOMAS,2015,14,0,0,380000.0
35421000,3,PAMPANGA,4TH,SANTO TOMAS,2016,4,0,0,200000.0
35422000,3,PAMPANGA,2ND,SASMUAN (SEXMOAN),2012,0,0,0,0.0
35422000,3,PAMPANGA,2ND,SASMUAN (SEXMOAN),2013,2,0,0,12500.0
35422000,3,PAMPANGA,2ND,SASMUAN (SEXMOAN),2014,3,0,0,9500.0
35422000,3,PAMPANGA,2ND,SASMUAN (SEXMOAN),2015,0,0,0,0.0
35422000,3,PAMPANGA,2ND,SASMUAN (SEXMOAN),2016,2,0,0,800000.0
36901000,3,TARLAC,1ST,ANAO,2012,1,0,0,10000.0
36901000,3,TARLAC,1ST,ANAO,2013,0,0,0,0.0
36901000,3,TARLAC,1ST,ANAO,2014,0,0,0,0.0
36901000,3,TARLAC,1ST,ANAO,2015,0,0,0,0.0
36901000,3,TARLAC,1ST,ANAO,2016,0,0,0,0.0
36902000,3,TARLAC,3RD,BAMBAN,2012,2,0,0,1545000.0
36902000,3,TARLAC,3RD,BAMBAN,2013,3,0,0,145000.0
36902000,3,TARLAC,3RD,BAMBAN,2014,15,0,0,595000.0
36902000,3,TARLAC,3RD,BAMBAN,2015,13,0,0,185000.0
36902000,3,TARLAC,3RD,BAMBAN,2016,13,0,0,231500.0
36903000,3,TARLAC,1ST,CAMILING,2012,2,0,0,37500.0
36903000,3,TARLAC,1ST,CAMILING,2013,8,0,0,885500.0
36903000,3,TARLAC,1ST,CAMILING,2014,11,0,0,534000.0
36903000,3,TARLAC,1ST,CAMILING,2015,9,0,0,1244000.0
36903000,3,TARLAC,1ST,CAMILING,2016,5,0,3,1666500.0
36904000,3,TARLAC,3RD,CAPAS,2012,5,0,0,650000.0
36904000,3,TARLAC,3RD,CAPAS,2013,5,0,0,460000.0
36904000,3,TARLAC,3RD,CAPAS,2014,15,4,0,256000.0
36904000,3,TARLAC,3RD,CAPAS,2015,22,0,0,3713000.0
36904000,3,TARLAC,3RD,CAPAS,2016,17,0,2,1079000.0
36905000,3,TARLAC,3RD,CONCEPCION,2012,1,0,0,150000.0
36905000,3,TARLAC,3RD,CONCEPCION,2013,9,0,0,1105000.0
36905000,3,TARLAC,3RD,CONCEPCION,2014,22,0,0,692000.0
36905000,3,TARLAC,3RD,CONCEPCION,2015,30,0,1,325000.0
36906000,3,TARLAC,2ND,GERONA,2012,4,0,0,7090000.0
36906000,3,TARLAC,2ND,GERONA,2013,4,1,0,3505000.0
36906000,3,TARLAC,2ND,GERONA,2014,6,4,0,2858000.0
36906000,3,TARLAC,2ND,GERONA,2015,4,0,0,1340000.0
36906000,3,TARLAC,2ND,GERONA,2016,0,0,0,0.0
36907000,3,TARLAC,3RD,LA PAZ,2012,5,0,0,2160000.0
36907000,3,TARLAC,3RD,LA PAZ,2013,5,0,0,174000.0
36907000,3,TARLAC,3RD,LA PAZ,2014,3,0,0,465000.0
36907000,3,TARLAC,3RD,LA PAZ,2015,2,0,0,301000.0
36907000,3,TARLAC,3RD,LA PAZ,2016,2,0,0,120000.0
36908000,3,TARLAC,1ST,MAYANTOC,2012,1,0,0,110000.0
36908000,3,TARLAC,1ST,MAYANTOC,2013,4,0,0,394000.0
36908000,3,TARLAC,1ST,MAYANTOC,2014,0,0,0,0.0
36908000,3,TARLAC,1ST,MAYANTOC,2015,2,0,0,1070000.0
36908000,3,TARLAC,1ST,MAYANTOC,2016,0,0,0,0.0
36909000,3,TARLAC,1ST,MONCADA,2012,1,0,0,200000.0
36909000,3,TARLAC,1ST,MONCADA,2013,3,0,0,140000.0
36909000,3,TARLAC,1ST,MONCADA,2014,10,0,0,535000.0
36909000,3,TARLAC,1ST,MONCADA,2015,12,0,2,925000.0
36909000,3,TARLAC,1ST,MONCADA,2016,3,0,0,230000.0
36910000,3,TARLAC,1ST,PANIQUI,2012,3,0,0,89000.0
36910000,3,TARLAC,1ST,PANIQUI,2013,6,0,0,50800000.0
36910000,3,TARLAC,1ST,PANIQUI,2014,8,0,0,2350000.0
36910000,3,TARLAC,1ST,PANIQUI,2015,5,0,1,995000.0
36910000,3,TARLAC,1ST,PANIQUI,2016,3,0,0,1241000.0
36911000,3,TARLAC,1ST,PURA,2012,0,0,0,0.0
36911000,3,TARLAC,1ST,PURA,2013,0,0,0,0.0
36911000,3,TARLAC,1ST,PURA,2014,1,0,0,30000.0
36911000,3,TARLAC,1ST,PURA,2015,0,0,0,0.0
36911000,3,TARLAC,1ST,PURA,2016,1,0,0,200000.0
36912000,3,TARLAC,1ST,RAMOS,2012,0,0,0,0.0
36912000,3,TARLAC,1ST,RAMOS,2013,1,0,0,30000.0
36912000,3,TARLAC,1ST,RAMOS,2014,1,0,0,0.0
36912000,3,TARLAC,1ST,RAMOS,2015,3,0,0,101000.0
36912000,3,TARLAC,1ST,RAMOS,2016,2,0,0,85000.0
36913000,3,TARLAC,1ST,SAN CLEMENTE,2012,0,0,0,0.0
36913000,3,TARLAC,1ST,SAN CLEMENTE,2013,1,0,0,0.0
36913000,3,TARLAC,1ST,SAN CLEMENTE,2014,3,0,0,300000.0
36913000,3,TARLAC,1ST,SAN CLEMENTE,2015,4,0,0,50000.0
36913000,3,TARLAC,1ST,SAN CLEMENTE,2016,1,0,0,342426.0
36918000,3,TARLAC,2ND,SAN JOSE,2012,0,0,0,0.0
36918000,3,TARLAC,2ND,SAN JOSE,2013,0,0,0,0.0
36918000,3,TARLAC,2ND,SAN JOSE,2014,1,0,0,100000.0
36918000,3,TARLAC,2ND,SAN JOSE,2015,1,0,0,50000.0
36918000,3,TARLAC,2ND,SAN JOSE,2016,1,0,1,2000000.0
36914000,3,TARLAC,1ST,SAN MANUEL,2012,2,0,0,267000.0
36914000,3,TARLAC,1ST,SAN MANUEL,2013,1,0,0,1700000.0
36914000,3,TARLAC,1ST,SAN MANUEL,2014,3,1,0,950000.0
36914000,3,TARLAC,1ST,SAN MANUEL,2015,1,0,0,50000.0
36914000,3,TARLAC,1ST,SAN MANUEL,2016,1,0,0,5000.0
36915000,3,TARLAC,1ST,SANTA IGNACIA,2012,2,0,0,5150000.0
36915000,3,TARLAC,1ST,SANTA IGNACIA,2013,0,0,0,0.0
36915000,3,TARLAC,1ST,SANTA IGNACIA,2014,1,0,0,50000.0
36915000,3,TARLAC,1ST,SANTA IGNACIA,2015,1,0,0,10000.0
36915000,3,TARLAC,1ST,SANTA IGNACIA,2016,3,0,0,125000.0
36916000,3,TARLAC,2ND,TARLAC CITY (CAPITAL),2012,13,3,0,1433000.0
36916000,3,TARLAC,2ND,TARLAC CITY (CAPITAL),2013,15,5,2,4233000.0
36916000,3,TARLAC,2ND,TARLAC CITY (CAPITAL),2015,0,0,0,0.0
36917000,3,TARLAC,2ND,VICTORIA,2012,4,0,0,765000.0
36917000,3,TARLAC,2ND,VICTORIA,2013,6,0,1,1036000.0
36917000,3,TARLAC,2ND,VICTORIA,2014,13,1,0,1517500.0
36917000,3,TARLAC,2ND,VICTORIA,2015,5,0,0,640000.0
36917000,3,TARLAC,2ND,VICTORIA,2016,5,2,0,12354000.0
37101000,3,ZAMBALES,2ND,BOTOLAN,2012,1,0,0,70000.0
37101000,3,ZAMBALES,2ND,BOTOLAN,2013,2,0,0,2800000.0
37101000,3,ZAMBALES,2ND,BOTOLAN,2014,0,0,0,0.0
37101000,3,ZAMBALES,2ND,BOTOLAN,2015,11,0,0,10000.0
37101000,3,ZAMBALES,2ND,BOTOLAN,2016,4,0,0,26000.0
37102000,3,ZAMBALES,2ND,CABANGAN,2012,0,0,0,0.0
37102000,3,ZAMBALES,2ND,CABANGAN,2013,1,0,0,200000.0
37102000,3,ZAMBALES,2ND,CABANGAN,2014,2,0,0,10000.0
37102000,3,ZAMBALES,2ND,CABANGAN,2015,1,0,0,0.0
37102000,3,ZAMBALES,2ND,CABANGAN,2016,0,0,0,0.0
37103000,3,ZAMBALES,2ND,CANDELARIA,2012,1,0,0,30000.0
37103000,3,ZAMBALES,2ND,CANDELARIA,2013,0,0,0,0.0
37103000,3,ZAMBALES,2ND,CANDELARIA,2014,6,0,0,1506000.0
37103000,3,ZAMBALES,2ND,CANDELARIA,2015,1,0,0,2700000.0
37103000,3,ZAMBALES,2ND,CANDELARIA,2016,2,0,1,145000.0
37104000,3,ZAMBALES,1ST,CASTILLEJOS,2012,4,0,0,515000.0
37104000,3,ZAMBALES,1ST,CASTILLEJOS,2013,6,0,0,22000.0
37104000,3,ZAMBALES,1ST,CASTILLEJOS,2014,14,0,0,1687000.0
37104000,3,ZAMBALES,1ST,CASTILLEJOS,2015,0,0,0,0.0
37104000,3,ZAMBALES,1ST,CASTILLEJOS,2016,18,0,0,1915000.0
37105000,3,ZAMBALES,2ND,IBA (CAPITAL),2012,1,0,0,40000.0
37105000,3,ZAMBALES,2ND,IBA (CAPITAL),2013,1,0,0,350000.0
37105000,3,ZAMBALES,2ND,IBA (CAPITAL),2014,3,0,0,0.0
37105000,3,ZAMBALES,2ND,IBA (CAPITAL),2015,0,0,0,0.0
37105000,3,ZAMBALES,2ND,IBA (CAPITAL),2016,22,0,0,795000.0
37106000,3,ZAMBALES,2ND,MASINLOC,2012,1,0,0,8000000.0
37106000,3,ZAMBALES,2ND,MASINLOC,2013,1,0,0,6000000.0
37106000,3,ZAMBALES,2ND,MASINLOC,2014,1,0,0,1300000.0
37106000,3,ZAMBALES,2ND,MASINLOC,2015,0,0,0,0.0
37106000,3,ZAMBALES,2ND,MASINLOC,2016,2,0,1,32000.0
37107000,3,ZAMBALES,1ST,OLONGAPO CITY,2012,14,0,1,6109000.0
37107000,3,ZAMBALES,1ST,OLONGAPO CITY,2014,95,0,0,4658000.0
37107000,3,ZAMBALES,1ST,OLONGAPO CITY,2015,112,6,0,6930000.0
37108000,3,ZAMBALES,2ND,PALAUIG,2012,0,0,0,0.0
37108000,3,ZAMBALES,2ND,PALAUIG,2013,1,0,0,200000.0
37108000,3,ZAMBALES,2ND,PALAUIG,2014,5,0,0,50000.0
37108000,3,ZAMBALES,2ND,PALAUIG,2015,4,0,0,2550000.0
37108000,3,ZAMBALES,2ND,PALAUIG,2016,4,0,0,80000.0
37109000,3,ZAMBALES,2ND,SAN ANTONIO,2012,5,0,0,1010000.0
37109000,3,ZAMBALES,2ND,SAN ANTONIO,2013,7,0,0,1420800.0
37109000,3,ZAMBALES,2ND,SAN ANTONIO,2014,12,0,0,35000.0
37109000,3,ZAMBALES,2ND,SAN ANTONIO,2015,9,1,0,305000.0
37109000,3,ZAMBALES,2ND,SAN ANTONIO,2016,14,0,0,2053000.0
37110000,3,ZAMBALES,2ND,SAN FELIPE,2012,1,0,0,100000.0
37110000,3,ZAMBALES,2ND,SAN FELIPE,2013,1,0,0,300000.0
37110000,3,ZAMBALES,2ND,SAN FELIPE,2014,1,0,0,0.0
37110000,3,ZAMBALES,2ND,SAN FELIPE,2015,4,0,0,150000.0
37110000,3,ZAMBALES,2ND,SAN FELIPE,2016,9,0,0,25000.0
37111000,3,ZAMBALES,1ST,SAN MARCELINO,2012,1,0,0,150000.0
